,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt
180,1.29e+18,#BreakingNews  Bizonto Biweleza Museveni Nebane Obubaka Obukambwe https://t.co/ec9oQaZRJ0 via @YouTube,0,0
181,1.29e+18,#AlexMuhangi apologises to #Bizonto ..  https://t.co/KLzqWCz0GO,0,0
182,1.29e+18,@Johnlaban256 Nawe oli among bizonto kirabikaðŸ¤£ðŸ¤£,0,1
183,1.29e+18,@PatriqKanyomozi Nawe esaawa yoona bakukimako nga bizonto ðŸ˜ƒ,0,0
184,1.29e+18,VIDEO: Comedian Amooti Omubaranguzi thought that the government was looking for Bizonto to reward them. He got shocâ€¦ https://t.co/ilGf04Dhe7,11,107
185,1.29e+18,Bino BIZONTO byo mujja byekuulilamu Mulago. Basabula luno.. @sparktvuganda Mukuba #livewire #21qns,0,1
186,1.29e+18,Bizonto babiwadde bond ndoowoza kati bintunda moroka https://t.co/peEWPnaBWU,0,2
187,1.29e+18,"ðŸŽµ Mpaka Kireka netuyingira mumpuku
Nga elimu abasibe nga ate bangi
Bambi mwebale kulwana netuyimbulwa
Abatuyambye mâ€¦ https://t.co/JrGq8Q9osP",1,2
188,1.29e+18,Bazanyikirizi abamanyiddwa nga Bizonto nâ€™omuyimbi Gerald Kiweewa abaali baakwatibwa gyebuvuddeko abâ€™ebyokwerinda baâ€¦ https://t.co/nPNhf72laB,0,8
189,1.29e+18,"#Bizonto bireese akapya.
Ne mu kkomera byayiiyizza.

#NBSAmasengejje #NBSUpdates #NBSPolitiCom #UgVotes2021 https://t.co/oAoWxhdY7o",45,205
190,1.29e+18,Ela da bino bizonto ðŸ˜‚ðŸ¤£ðŸ¤£,0,1
191,1.29e+18,Ki Uganda kinyuma gweeeee ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ Bizonto ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/qzlK9pV6x4,0,0
192,1.29e+18,Bakazanyirizi abeeyita bizonto bayimbuddwa ku kakalu ka poliisi okuva ku Poliisi e Kireka gyebabadde bakuumirwa. Baâ€¦ https://t.co/vx7WM3tAk7,1,41
193,1.29e+18,@SheilahGashumba Post ya bizonto sagilabaako????????,0,0
194,1.29e+18,@One_PiusJadwar Bizonto ne basajja mivule obamanyi??,0,0
195,1.29e+18,Bizonto ne Kiweewa Babatadde https://t.co/c5HbJ5xmsp via @YouTube,0,0
196,1.29e+18,"""Comedians Bizonto And Singer Gerald Kiweewa Released On Police Bond."" via @MamboNewsUg 
https://t.co/m3JPBeUPjn",0,3
197,1.29e+18,@nbstv @NRMOnline @CanaryMugume Ago simawulire ...bizonto,0,0
198,1.29e+18,Bananage bizonto bya nga bikukyi any update. ðŸ¤”,0,1
199,1.29e+18,"@pmukasaofficial Ayinza okuba ye mujulizi mu musango gwa #bizonto, I give her a chance",0,0
200,1.29e+18,"Finally,#Bizonto &amp; KadongoKamu singer Gerald.Kiwewa aka Egali ekozeko out of Police's cage. https://t.co/imDLI2a1wg",0,6
201,1.29e+18,Bizonto babitaddeðŸ˜Šâ˜‘ï¸ðŸ‘,0,3
202,1.29e+18,Sasila Doctor agenda okukebera obwongo bwa bizonto oba bukola.ðŸ¤”,0,7
203,1.29e+18,"https://t.co/xTBcTDmFAy
BIZONTO LIKELY TO BE RELEASED. https://t.co/uJ4RsOd7LH",3,35
204,1.29e+18,Free Bizonto https://t.co/poSmULcA7D,0,0
205,1.29e+18,"@bhannington @HEBobiwine Bwosiba bizonto obera zonto
#Free_Uganda
#Mission2021
#ShamimMalende4womanMpkampala2021â€¦ https://t.co/jcA6ScpBaY",0,0
206,1.29e+18,@kisekkapatrick7 @Nyirinkindisown guma bija kutererera in bizonto's voice,0,2
207,1.29e+18,"Bizonto.....haha
Asilise teyejusaa",0,0
208,1.29e+18,@TimKalyegira Free bizonto,0,0
209,1.29e+18,"First it was Damulira twahilu, Bizonto, Gerald Kiwewa, Nsolo Nkambwe now its Swengere https://t.co/RDc7He8ucS",0,1
210,1.29e+18,"@sabitijoseph That sounds to be a political joke
Get ready to join Bizonto",0,0
211,1.29e+18,Kale Bizonto bibadde binonya ku kasenteðŸ˜”ðŸ˜”,0,11
212,1.29e+18,Pollisi ekutte munnamawulire Basajja-Mivule ngâ€™emuvvunaana gwa kufulumya bubaka obusiga obukyayi nâ€™obusosoze mu mawâ€¦ https://t.co/N363PsOIms,3,11
213,1.29e+18,@Evelyn_Nakayi Imagine arresting bizonto mbu on allegations of inciting violence,0,1
214,1.29e+18,Bizonto tibikabiire ðŸ¤£ https://t.co/GmDrMzAUyI,0,1
215,1.29e+18,Bizonto mumushabire ogu naweðŸš¶ https://t.co/US0Nc8Ff4A,0,0
216,1.29e+18,@kaysafi1 Oh dear! Jajja B needs prayers in Bizonto's voice.,0,1
217,1.29e+18,"Kiweewa.
Bizonto.
Sophie Gombya. 
All those are behind coolers!!!ðŸ˜­
You can add on the one left out bambi!
#FreeMyTalent",2,7
218,1.29e+18,"#Akayisanyo:  T.amale eyaliko omu ku Bizonto ayogedde ku banne abaakwatiddwa. 
https://t.co/oioCOdib3r",0,0
219,1.29e+18,"Basajja Mivule naye yegasse Ku Bizonto, Police emuyise abitebye https://t.co/H0F5x66A58 via @YouTube",0,0
220,1.29e+18,"#Agataliikonfuufu:  Tosubwa "" Pass PLE"" mu lupapula lwa Bukedde. https://t.co/a5mBL7UDFa via @YouTube",0,0
221,1.29e+18,"#Agataliikonfuufu:  Tosubwa "" Pass PLE"" mu lupapula lwa Bukedde. Omukungaanya akulaze ebyongeddwaamu.â€¦ https://t.co/Kr2MDM6YAJ",0,1
222,1.29e+18,@Sheiosmukiga Uttaran ku Bukedde,0,1
223,1.29e+18,Bukedde Online - Essomero lya Kawempe Moslem P/S balitunze https://t.co/oXEfddaL5Q,1,1
224,1.29e+18,Bukedde Online - Munsimbe emabega tutwale obuyinza - Bobi Wine https://t.co/lKpODlYbz8,0,1
225,1.29e+18,Bukedde Online - E Namisinda baggadde ekyalo okumala ennaku 14 lwa Coronavirus https://t.co/hamxY16BDX,0,0
226,1.29e+18,"Bukedde Online - Betty Nambooze, Seggona ne bannammwe tubawonye - Mao https://t.co/L4nirrysdE",0,0
227,1.29e+18,Bukedde Online - Poliisi eyazizza amaka ga SK Mbuga https://t.co/LKncFnnQsI,0,1
228,1.29e+18,Bukedde Online - Omwana by'aganyulwa mu kuzannya ne muzadde we https://t.co/PhPivrl8z3,0,1
229,1.29e+18,Bukedde Online - Munisipaali y'e Nakawa ekutuddwaamu ebitundu 2 https://t.co/j9cVqlnJMV,0,0
230,1.29e+18,Bukedde Online - Omusajja eyawambye ow'emyaka 6 n'adduka atadde bazadde be ku bunkenke https://t.co/bLozzpzrIG,0,0
231,1.29e+18,Bukedde Online - Atundidde nnyina mu nnyumba n'amulagira okudda ewaabwe e Busoga https://t.co/LKBHN1oCOl,2,3
232,1.29e+18,Bukedde Online - Atundidde nnyina mu nnyumba n'amulagira okudda ewaabwe e Busoga https://t.co/rk1tbsEPza,0,0
233,1.29e+18,Bukedde Online - Pulezidenti Museveni leero azzaayo empapula mu NRM https://t.co/Bi6sb0Wt3b,0,0
234,1.29e+18,Bukedde Online - Sarah Kanyike asunsuddwa ku ky'Obwaminisita https://t.co/iuIB6iknS9,0,0
235,1.29e+18,Bukedde Online - BIZZONTO: Akakiiko ka gav't akavunaanyizibwa ku biyiiye kasuubizza okuyingira mu nsonga zaabwe https://t.co/WHQagmiPcL,0,0
236,1.29e+18,@AyebareTalent Bukedde,0,1
237,1.29e+18,Bukedde Online - MUKENE: Zzaabu wa disitulikiti y'e Buikwe https://t.co/jY3nPEKK4U,0,1
238,1.29e+18,Leero tuli Ku bukedde tulaba - #Thequest ... Am wondering Hw I didn't watch the movie in those years,0,1
239,1.29e+18,Bukedde Online - Abalangira babasindise mu kkomera e Kitalya https://t.co/PhhT1rZGiI,1,2
240,1.29e+18,Bukedde Online - Sophie Gombya y'akulembedde banne okutaasa abali mu kaduukulu https://t.co/oyuF4F9T0G,0,0
241,1.29e+18,#Ekyenkya:Mwasuze mutya abalabi baffe abalungi?. Muzuukuke olunaku twalutandise dda Ffe wano ku Bukedde TV Siraje Kâ€¦ https://t.co/GdN5zGFVBV,0,4
242,1.29e+18,Bukedde using #AGATALIIKONFUFU news as a campaigns platform for some candidates ðŸš®ðŸš®ðŸ¤”ðŸ’€ @newvisionwire ðŸš®,0,6
243,1.29e+18,Bukedde Online - 'Omukungu wa poliisi angobye n'awasa omulala' https://t.co/qRNJUfsmBF,0,1
244,1.29e+18,Omuntu omulala afudde corona mu Uganda https://t.co/VORmIkOaPZ,1,2
245,1.29e+18,Omusajja gwe nneefunira katono anzitire mu nju https://t.co/AQ5T0ibvbo,0,0
246,1.29e+18,Omusajja gwe nneefunira katono anzitire mu nju https://t.co/Wy3BNQE3js,0,0
247,1.29e+18,"#VibeMix:Abalabi ba bukedde muliwa tusimbudde twegatteko wano.
https://t.co/X1ATXBvys3. https://t.co/OB68IMlxhj",0,2
248,1.29e+18,@BeingEdna On Nbs TV oba Bukedde?,0,1
249,1.29e+18,Bukedde Online - Abayimbi bakoze pulaani ku kuyimbula Bizzonto ne Kiweewa https://t.co/iezvhckKpc,0,0
250,1.29e+18,Bukedde Online - Abayimbi bakoze pulaani ku kuyimbula Bizzonto ne Kiweewa https://t.co/bfXQ2eQiEb,0,2
251,1.29e+18,"#Ekyenkya:Mwasuze mutya abalabi baffe,ffe wano ku Bukedde tusimbudde.Zukuuka otwegatteko. https://t.co/VG4k3dXzfn",0,1
252,1.29e+18,"#Ekyenkya:Mwasuze mutya abalabi baffe,ffe wano ku Bukedde tusimbudde.Zukuuka otwegatteko.
https://t.co/VG4k3dXzfn https://t.co/Sena5szizv",0,4
253,1.29e+18,"Ono Doctor Yakubu Rashid Lukwago ku Bukedde TV 1 atutwala speed.ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚
Dr ssomesa taata ðŸ‘ðŸ‘",2,24
254,1.29e+18,"I'm ngl, i trust bukedde sports more than you https://t.co/MVpW4tkBJV",1,9
255,1.29e+18,"@bukeddetv Abalaba bukedde tebabela ku twiter, mubasindikile sms oba ebilango ku radio",0,0
256,1.29e+18,Abanonya ku Bukedde Tv ðŸ˜‚,1,4
257,1.29e+18,Bukedde Online - Ebya Dr Ssali bibi https://t.co/NoPsQo8YDo,0,1
258,1.29e+18,Bukedde Online - Museveni akungubagidde Mkapa n'awa ebiragiro https://t.co/i0dOBqhAJx,0,0
259,1.29e+18,Bukedde Online - Museveni akungubagidde Mkapa n'awa ebiragiro https://t.co/G8ghQ3JSEU,0,0
260,1.29e+18,Bukedde Online - Museveni layizza akakiiko akakangavula abakungu ba Gav't abagaana okulangirira eby'obuggagga bwabwe https://t.co/TiW0rWqTac,0,1
261,1.29e+18,Bukedde Online - Abasuubuzi baagala Palamenti eggyewo omusolo https://t.co/RWVKAD6kBX,0,1
262,1.29e+18,Bukedde Online - Bakoze bulungibwansi mu lubiri e Mmengo okwetegekera amatikkira ga Kabaka https://t.co/s2F23t1KPn,0,0
263,1.29e+18,Abakozi 2 ku kitebbe kya @NRMOnline bakakasiddwa nti balwadde ba covid-19. https://t.co/rR8PFWbBUC https://t.co/NJVAueoOht,0,1
264,1.29e+18,#COVID19:Ekitebe kya NRM kifuuyiddwa bunnambiro oluvannyuma lw'okuzuulayo abakozi babiri abalina ekirwadde kya COVIâ€¦ https://t.co/Ctk6WqXNPu,0,2
265,1.29e+18,"#Leero: mu #Agataliikonfuufu:  - Amasasi ganyoose mu kibuga ng'abasubuuzi bekalakaasa. 
- Abakozi babiri ku kitebeâ€¦ https://t.co/2nrvsWe0up",0,2
266,1.29e+18,@bbstvug @KagutaMuseveni M7 ye yabasiize ekirwadde Kya ssennyiga wa Corona virus.,0,1
267,1.29e+18,@MinofHealthUG etandiise okunonyereza ku muntu eyazuliddwamu ekirwadde ki #COVID19 mu Gombolola ye Lubaga wano mu Kâ€¦ https://t.co/rwBPAWieEs,0,5
268,1.29e+18,@MinofHealthUG etutte abantu abasoba mu 70 mu kalantiini nga bano baalina akakwate ku namukadde ow'emyaka 80 munnayâ€¦ https://t.co/Z4sHCpaeJJ,0,1
269,1.29e+18,Ekibiina ekifuga omuzannyo gwâ€™okuwuga kifulumiza ebiragiro okunategekerwanga omuzannyo guno nga gavumenti eguddewoâ€¦ https://t.co/oKukqXyhnn,1,17
270,1.29e+18,Museveni azzemu okujjukiza bannayuganda akabi akali mu butagoberera mateeka gâ€™abasawo ku kirwadde kya COVID-19 nâ€™atâ€¦ https://t.co/dLaAx3HwWm,3,18
271,1.29e+18,Uganda ng'egwanga awamu lijjukiziddwa ku lutalo olw'ekirwadde kya Hepatitis B. https://t.co/XyIrg2dWU3 https://t.co/gRmbGzLjjW,0,0
272,1.29e+18,#COVID19: @MinofHealthUG  kikakasizza ng'Omuntu omulala omukyala ow'emyaka 80 omutuuze we Mengo Kisenyi wano mu Kamâ€¦ https://t.co/6iOYlvfsqF,0,4
273,1.29e+18,Uganda efiriddwa omuntu ow'okubiri ow'ekirwadde kya covid-19. https://t.co/jzBOUwoZ8q,0,1
274,1.29e+18,"Omuntu omulala afudde n'ekirwadde kya #COVID19 mu Uganda okuweza omuwendo gw'abafudde babiri.

Afudde mukyala wa myâ€¦ https://t.co/Vr71PeoFF7",3,13
275,1.29e+18,Minisita @JudithNabakoob1 asabye abavubuka mu ggwanga obuawubisibwa kukungaana mukaseera kano nga eggwanga lifiriddâ€¦ https://t.co/FyTTOi4RGj,1,4
276,1.29e+18,"Minisita w'ebyamawulire @JudithNabakoob1, asabye abesimbyewo okukomya omuze gw'okukunga abantu okubalimba ku mikutuâ€¦ https://t.co/L7SRq3YPnv",1,2
277,1.29e+18,Minisitule yâ€™ebyâ€™obulamu ekakasizza nga Uganda bwefunye omuntu asoose okufa ekirwadde ki COVID-19â€¦ https://t.co/eEAkojOiPa,1,9
278,1.29e+18,"EBIKULU: Minisitule yâ€™ebyâ€™obulamu ekakasizza nga Uganda bwefunye omuntu asoose okufa ekirwadde ki COVID - 19.

Lindâ€¦ https://t.co/Uaf6kQ8bQN",0,4
279,1.29e+18,Minisitule yâ€™ebyobulamu ekakasizza nti waliwo munnayuganda omu afudde ekirwadde ki COVID19. Afudde mukazi ngâ€™abaddeâ€¦ https://t.co/65XYC2HV3G,0,8
280,1.29e+18,Uganda efiriddwa omuntu asokedde ddala ow'ekirwadde kya covid-19. https://t.co/whnZVgivlq https://t.co/JSTYgRLdre,0,2
281,1.29e+18,Uganda kikakasiddwa nti efiriddwa omuntu asokedde ddala ekirwadde Kya covid-19.  @MinofHealthUG @DailyMonitor https://t.co/IX3gOkj6FI,0,3
282,1.29e+18,"Alhaj Kaddunabbi Ibrahim Lubega - Olw'ekirwadde kino ekya ssenyiga corona tufunye okusoomozebwa kungi, emirimu mingâ€¦ https://t.co/p23Pbhm7WC",1,5
283,1.29e+18,#Uganda: Emboozi Eyâ€™enjawuloo: Engeri abalimi gyebatulugunyiziddwa ekirwadde kya COVID19. AA https://t.co/rzXE0f1bQ5,0,0
284,1.29e+18,#COVID19: KITALO! Ekitongole ky'Ebyobulamu kikakasizza nga Uganda bwefisizza omulwadde wa COVID19 asookedde ddala.â€¦ https://t.co/lCUddE0Wyx,0,3
285,1.29e+18,#Ekyenkya:Kuguka mu busuubuzi:Hajji Jamil Sebalu.Gondera amateeka g'abakulembeze kikuyambe okukulaakulana mu by'enfâ€¦ https://t.co/DmZmB9G5Va,0,3
286,1.29e+18,#Ekyenkya:Keera weekwate kkopi yo eya Newvision wefunire akatabo k'abaana ka Toto akafulumira mu New Vision buli Lwâ€¦ https://t.co/uTtchj5d4G,0,2
287,1.29e+18,"#Ekyenkya:Ebiri mu mpapula z'amawulire manya ebiri mu ggwanga 
https://t.co/RLOVTOA70q https://t.co/hTrMolvTrn",0,3
288,1.29e+18,"#Ekyenkya:Olugambo ne Josephat Sseguya.
https://t.co/E8b9W0ENJ2 https://t.co/ge1J5NoIfZ",3,3
289,1.29e+18,#Ekyenkya:Omugenyi w'olunaku tukuleetedde Andrew Ssenyonga LC5 Chairman. Embeera ya Covid-19 ekosezza etya bannamukâ€¦ https://t.co/txmwERQEa4,1,1
290,1.29e+18,"#Ekyenkya:Naawe osobola.
Buli mu limu gw'okola guleekemu obugumiikiriza lw'ojja okufunamu.
https://t.co/wYI9wL8Q6b https://t.co/42GFbiFBoI",0,1
291,1.29e+18,#Ekyenkya:Kuguka mu busubuuzi ne Jamil Ssebalu.Abalonzi mulonde abantu abanaabayamba okwekulaakulanya.â€¦ https://t.co/uvry3OLq0t,0,0
292,1.29e+18,#Ekyenkya:Kuguka mu busubuuzi ne Jamil Ssebalu.Abalonzi mulonde abantu abanaabayamba okwekulaakulanya.â€¦ https://t.co/MBpWvFTzPW,0,0
293,1.29e+18,Amawulire ag'ebyemizannyo mu pulogulaamu #Ekyenkya ne @FaridMpagi twegatteko ku @bukeddetv https://t.co/07QHmmbWDB https://t.co/fCobCkS8zm,1,3
294,1.29e+18,"#Ekyenkya:Tukyeyogerayo ebifa mu mpapula z'amawulire.
https://t.co/07QHmmbWDB https://t.co/lHOYd0AHNc",0,1
295,1.29e+18,#Ekyenkya:Mwasuze mutya abalabi ba BukeddeTv .Mutuwe agaffa eyo anti ffe wano tusimbudde okubatuusaako pulogulaamuâ€¦ https://t.co/RWWt4rZDFp,1,4
296,1.29e+18,#Ekyenkya:Mwasuze mutya abalabi baffe abalungi?. Muzuukuke olunaku twalutandise dda Ffe wano ku Bukedde TV Siraje Kâ€¦ https://t.co/GdN5zGFVBV,0,4
297,1.29e+18,"#Ekyenkya:Dr.Tamale eyazannyanga ne Bizonto aleese bwino ku byakwasizza Bizonto.
https://t.co/kTorAy0Zjd https://t.co/fXC9Asx2Th",1,8
298,1.29e+18,"#Ekyenkya:Gerald Kiweewa bye yasemba okwogera.
https://t.co/kTorAy0Zjd https://t.co/487w3guJq6",0,2
299,1.29e+18,Olugambo mu #Ekyenkya ne Josephat Sseguya https://t.co/kTorAy0Zjd,0,3
300,1.29e+18,"Olugambo mu #Ekyenkya ne Josephat Sseguya amanyiddwa nga pulezidenti w'Olugambo
https://t.co/kTorAy0Zjd https://t.co/CoJMAlHb4t",0,2
301,1.29e+18,"#Ekyenkya:CrimeWatch ne Detective G.S Kigobero ne Dorah Naamala 
https://t.co/iRbRgJ0qtV https://t.co/RMLHxEAP4P",0,1
302,1.29e+18,"#Ekyenkya:CrimeWatch ne Detective G.S Kigobero ne Dorah Naamala 
https://t.co/fwdwcAstCl https://t.co/zUK2yp68ia",0,1
303,1.29e+18,"#Ekyenkya:Kuguka mu busubuuzi ne Jamil Ssebalu mukugu mu by'obusuubuzi 
https://t.co/4bx2Kl6yr5 https://t.co/DWd6fC6D4b",1,6
304,1.29e+18,"#Ekyenkya:Kuguka mu busubuuzi ne Jamil Ssebalu mukugu mu by'obusuubuzi 
https://t.co/4bx2Kl6yr5 https://t.co/UJEZY0EgZ2",1,3
305,1.29e+18,"#Ekyenkya:Nawe osobola.Okukola kubeera kumalirira beerako ne kyokola.
https://t.co/T7mQWdkyvt https://t.co/qyWlqDOip2",0,2
306,1.29e+18,Ag'eby'emizannyo mu pulogulaamu #Ekyenkya ne Farid Mpagi. https://t.co/wTAvuFw31h,0,4
307,1.29e+18,Ag'eby'emizannyo mu pulogulaamu #Ekyenkya ne Farid Mpagi. https://t.co/RcbY0ASgCl,0,3
308,1.29e+18,"#Ekyenkya:Mwasuze mutya abalabi baffe,ffe wano ku Bukedde tusimbudde.Zukuuka otwegatteko. https://t.co/VG4k3dXzfn",0,1
309,1.29e+18,"Ekyenkya, Dorah ne Siraje bwe batyo bwe balabise leero.Mwasuze mutya banaffe 
https://t.co/VG4k3dXzfn https://t.co/lYSVrnBzeh",3,10
310,1.29e+18,"#Ekyenkya:Mwasuze mutya abalabi baffe,ffe wano ku Bukedde tusimbudde.Zukuuka otwegatteko.
https://t.co/VG4k3dXzfn https://t.co/Sena5szizv",0,4
311,1.29e+18,#Ekyenkya:Okwongera okufaayo ku famire zaffe mu kiseera kino tuli ne Najib Kivumbi mukiise w'e Butambala mu lukiikoâ€¦ https://t.co/B0SreqiNnW,0,1
312,1.29e+18,"#Ekyenkya:Bw'oba wa kwegatta mu kukolera awamu manya abantu abatuufu b'olina okwegattako.
https://t.co/Qp4mtdQVOd https://t.co/hKm1XdM4qQ",0,1
313,1.29e+18,"Amawulire ag'eby'emizannyo mu pulogulaamu #Ekyenkya ne Farid Mpagi
https://t.co/VedFspndHQ https://t.co/74jAIT3xMV",0,3
314,1.29e+18,"#Ekyenkya, Dorah ne Siraje bwe batyo bwe balabise leero. Weekumireko era oteese ne ku mulamwa obubaka tujja ku busoâ€¦ https://t.co/7xGW1ylI9r",0,8
315,1.29e+18,"#Ekyenkya:Mwasuze mutya abalabi baffe.Muzuukuke mutwegatteko.ðŸ‘‡ðŸ½ðŸ‘‡ðŸ½
https://t.co/VedFspndHQ",0,5
316,1.29e+18,"#Kasalabecca: Mbu Bizzonto webyaakoma webitandikira kati, mbu abaabakwaata nabo banyumirwa ebizannyibwa.â€¦ https://t.co/puXqj0g7pR",0,1
317,1.29e+18,"#Kasalabecca: Wuuno owa UCC anyonnyola ku tteeka ly'ebiyiiye gyeriva.@UCC_Official 
https://t.co/mVWzxFmyQO https://t.co/2suIPbnIFm",0,1
318,1.29e+18,#Kasalabecca:  Amateeka g'abayimbi abaagaleese balinga omuzadde atawerera ate ku Graduation n'ayagala ayogerweeko nâ€¦ https://t.co/fiJh9LkpNi,0,2
319,1.29e+18,"#Kasalabecca: Amasu ku Podium tutandise. 
https://t.co/mVWzxFmyQO https://t.co/BxJW0PGFCv",0,4
320,1.29e+18,#Kasalabecca: Swengere ne banne beeyanjudde eri ab'obuyinza. https://t.co/gUN9YxKVuv https://t.co/wsH70l3JYV,2,5
321,1.29e+18,#Kasalabecca: Balaam bamukoledde akabaga ka birthday nebamusalira ffene nga keeki y'okumukulisa.â€¦ https://t.co/lH6ibldJVc,0,2
322,1.29e+18,#Kasalabecca: Amasu ku Podium. Kiweewa ne Bizonti bayimbuddwa.https://t.co/gUN9YxKVuv https://t.co/g0FF63QmGX,0,1
323,1.29e+18,#Kasalabecca: Amasu ku podium: List mpaanvu ey'abeetagibwa okubaako  byebannyonnyola ku Poliisi. https://t.co/qkgnVSpemi,0,5
324,1.29e+18,#Kasalabecca: Amasu ku podium: Ebya Kiweewa okuteebwa bikyalimu gooziriini. https://t.co/NbDp6L6TWu,2,8
325,1.29e+18,#Kasalabecca: Amasu ku podium. Babano balungamya ku z'obupangisa ezibanjiibwa King Micheal. Asula mu nnyumba ya mitâ€¦ https://t.co/69XsTHR2ev,0,3
326,1.29e+18,#Kasalabecca: Amasu ku podium  King Micheal alajaana bamugoba mu nnyumba. Talina za bupangisa. https://t.co/EK4reycH0o,0,2
327,1.29e+18,"#Kasalabecca: Amasu ku podium , tugatandise.  Judith, Simo ne Martin Ndijjo. 
https://t.co/lm1UO1caaJ https://t.co/O5L1nmbjbM",0,3
328,1.29e+18,@Lesnarfan65 HAHAHAHSBAHAHAH,0,0
329,1.29e+18,"#Essaala: ""Jangu tusome ebbaluwa yiino...... evudde mu ggulu, ebirimu  nga bikulu nyonyonyo ereese kulabula... Katoâ€¦ https://t.co/cUUwPhR8zO",1,2
330,1.29e+18,Leero tolinze byakugambaðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/cCYJHpMLCp,0,0
331,1.29e+18,Walai leero Eno tweet sijitegedde@daniellutaya kindly VJ for me https://t.co/UWNN1EWT8e,0,1
332,1.29e+18,@susan_nantongo @UmemeLtd Mwana leero kye bankoze,0,1
333,1.29e+18,"#Leero: mu #Agataliikonfuufu:  - Amasasi ganyoose mu kibuga ng'abasubuuzi bekalakaasa. 
- Abakozi babiri ku kitebeâ€¦ https://t.co/2nrvsWe0up",0,2
334,1.29e+18,@MarieQryn1 Ki Mukono kibowa leeroðŸ˜©,0,1
335,1.29e+18,@Questomarto @MieTessie @JoelWakan Leero gwe ðŸŒš,0,0
336,1.29e+18,@di_keem ðŸ˜‚ðŸ˜‚ðŸ˜‚nkutegedde lwa leero maama mwajuma NalwaddaðŸ¤£ðŸ¤£ðŸ¤£ Diana tompa erinnya ebbi mwana,0,0
337,1.29e+18,@emeka_ug @hillaryremnant Leero okiliiza taata?,0,2
338,1.29e+18,"Bwotunuulira Buganda eya leero, abantu bayize okukolera awamu. Katikkiro @cpmayiga",0,7
339,1.29e+18,@eddykenzoficial Wayize oluzungu leero luno.,0,8
340,1.29e+18,Leero mwe.... https://t.co/fFq4cv0Cdf,0,0
341,1.29e+18,@SamsonKasumba Leero Nabiira bannangeðŸ˜‚ðŸ˜‚ðŸ˜‚,0,0
342,1.29e+18,@MarionNakitene @kamogastephnen @ubctvuganda Okusubwa #UBCBehindTheHeadlines olwo ngatubaddeki? Twesunze dda era kuâ€¦ https://t.co/Qsug4vNpNf,0,1
343,1.29e+18,@platinumz_ug @Kaks_lamar @iam_ronnieeazi Olunaku luganye leero bro ðŸ˜¥,0,0
344,1.29e+18,"Rwomushana yakwatiddwa mu kiro ekikeeseza olunaku lwa leero, ngava ku pulogulaamu ya NBS eya Barometer â€“ AKAASAMMEEâ€¦ https://t.co/LFkYs7P1Po",1,8
345,1.29e+18,"Munnamawulire omukukunavu era nga yeegwanyiza entebe yâ€™obukulembeze bwâ€™eggwanga lino Charles Romushana, leero kkootâ€¦ https://t.co/f2St89eMRo",5,26
346,1.29e+18,@WasikeHadija Nze ate nziziza gwaki nga sinakuwulira leero lwonna,0,0
347,1.29e+18,Hehe Bwooya nga okaaye leero ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/nDHUfDdHLv,0,1
348,1.29e+18,@KagutaMuseveni @NRMOnline Leero gwee,0,0
349,1.29e+18,"@FahadAmirN omusajja wo @EmmanuelOkwi Ndowooza omulaba taterede, leero mulina. Now wait for your turn ðŸ˜ðŸ˜ðŸŽ®ðŸŽ® https://t.co/se6GjO0S3b",1,7
350,1.29e+18,@mercymm99 @gracie_lubwama Nabajidde leero,0,1
351,1.29e+18,@Pliam30622812 Okigadde leero ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ™Œ,0,1
352,1.29e+18,@KDeo12345 @daniellutaaya Onina leero,0,1
353,1.29e+18,@SheilahGashumba Leero gwe ðŸ˜‚ðŸ˜‚oba welabide eya UG wekikola https://t.co/Ap5aWvruCY,0,2
354,1.29e+18,"@ShAfiQswAlleH Shafiq, leero ombuzeko naye mu Uganda, tuli kukyokya",0,2
355,1.29e+18,Tukutwalewa leero https://t.co/OlS1SNLsRn,0,5
356,1.29e+18,@Evelyn_Nakayi Nja ku kwasa tofaayo weyagale nyabo leero lulwo enkya lwange ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0,1
357,1.29e+18,"Tosubwa #UBCBehindTheHeadlines  Leero ku sawa 4 ez'ekiro! @ubctvuganda 
#UBCBehindTheHeadlines
#UBCUpdates https://t.co/8miWDjbkhE",1,5
358,1.29e+18,#VibeMix:Sereebuwo.Leero tuli n'omuyimbi Minayo Brenda https://t.co/KZAZK5Fill via @YouTube,0,0
359,1.29e+18,@esterhazy16 ðŸ¤£ðŸ¤£ðŸ¤£ naye oba leero lwaki onepikidde,0,0
360,1.29e+18,Katikkiro wa Buganda Charles Peter Mayiga leero agenda  kwogerako eri abantu ba Kabaka abawangarira kuno n'emitalaâ€¦ https://t.co/ClxJHYm9Yl,0,0
361,1.29e+18,Airtel leero bi network nga bifu nyo,0,9
